label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63
NO,0.0,0.0,0.0,-0.020129919,-0.03528571,-0.0040794164,-0.04820159,-0.05561793,-0.00985373,-0.07414803,-0.05581057,-0.015741745,-0.09118652,-0.03967631,-0.021970274,-0.06195563,-0.06250405,-0.010528565,-0.09864807,-0.052212894,-0.021340575,-0.10206756,-0.039509,-0.029010603,-0.09989393,-0.03848678,-0.033563428,-0.059826612,-0.035538077,-0.01321966,-0.09577659,-0.02323711,-0.02194437,-0.10076934,-0.014034271,-0.026191963,-0.09868544,-0.012702644,-0.029493257,-0.057039917,-0.008015156,-0.016354777,-0.090130776,0.0024391413,-0.023646096,-0.0967519,0.009604454,-0.023063926,-0.09705889,0.011644065,-0.022505004,-0.05387214,0.017165542,-0.019559255,-0.08376551,0.027773023,-0.023396863,-0.0879612,0.03373438,-0.020195032,-0.08803156,0.03524232,-0.017484166
NO,0.0,0.0,0.0,-0.011096299,-0.025787652,-0.008144782,-0.0314081,-0.047866106,-0.011991015,-0.049611688,-0.049525023,-0.016291711,-0.061330944,-0.038819492,-0.01875844,-0.07301754,-0.043243766,9.094278e-05,-0.0846616,-0.046301663,-0.011773776,-0.0679532,-0.040475905,-0.01858649,-0.060118794,-0.041775584,-0.021662539,-0.076959044,-0.021978617,-0.0012141179,-0.085259765,-0.02317375,-0.012444757,-0.06589979,-0.018296123,-0.014292499,-0.05872464,-0.020486593,-0.013005158,-0.07573682,0.0007430911,-0.005065204,-0.08280003,0.0019543767,-0.01536864,-0.06396276,0.0038509965,-0.010665095,-0.057109237,0.0015925765,-0.005195685,-0.06994778,0.023438632,-0.0099739665,-0.07501477,0.026465178,-0.014475853,-0.061656326,0.025347888,-0.009483379,-0.056371868,0.021367967,-0.0042331577
NO,0.0,0.0,0.0,-0.011404723,-0.036051214,-0.007478838,-0.032615244,-0.06015098,-0.01152313,-0.051277637,-0.05806613,-0.016350836,-0.06314698,-0.04194665,-0.019091815,-0.07533249,-0.053227246,-0.0010376984,-0.1005528,-0.04724288,-0.015936619,-0.08029544,-0.03999436,-0.024263375,-0.06612328,-0.041460574,-0.02710697,-0.07987821,-0.022598147,-0.0024734717,-0.10128862,-0.017220557,-0.01639123,-0.076648474,-0.013148665,-0.018814294,-0.06503904,-0.016995132,-0.016968155,-0.080571204,0.005165577,-0.006456888,-0.0994775,0.01044184,-0.018786592,-0.0760012,0.01245302,-0.0139021715,-0.06531519,0.008474112,-0.0071564596,-0.07772255,0.030877054,-0.0113484375,-0.09390572,0.037612557,-0.016285116,-0.07647693,0.037802637,-0.010048216,-0.066391885,0.03283459,-0.003223522
NO,0.0,0.0,0.0,-0.013521284,0.035715282,-0.012765392,-0.030651331,0.068044186,-0.025214925,-0.045883894,0.090717554,-0.037770662,-0.05589974,0.109853685,-0.048043963,-0.08011365,0.042357028,-0.0139149865,-0.09447977,0.062212348,-0.030923368,-0.070014685,0.057068825,-0.03989077,-0.058434308,0.047147334,-0.044073347,-0.08306801,0.015257239,-0.015650889,-0.09627196,0.03078264,-0.031416543,-0.06942943,0.025479615,-0.03482427,-0.058721364,0.016652703,-0.03470231,-0.08235428,-0.012260199,-0.019631606,-0.09584209,0.0024395585,-0.03122948,-0.07074565,0.00058728456,-0.027722046,-0.060798258,-0.0064846873,-0.0235176,-0.07743165,-0.040475905,-0.025246952,-0.089810014,-0.02934897,-0.03019406,-0.072070986,-0.02847135,-0.025822109,-0.062330008,-0.034249663,-0.021200566
NO,0.0,0.0,0.0,-0.014659792,-0.029889226,-0.005214811,-0.03460139,-0.050936043,-0.008877855,-0.05145085,-0.048125446,-0.01316848,-0.06275678,-0.03201151,-0.016055314,-0.08222255,-0.04388106,-8.4966545e-05,-0.08724022,-0.036435843,-0.008640225,-0.06973764,-0.03311658,-0.015259143,-0.06269008,-0.037486732,-0.019183706,-0.08620778,-0.016341507,-0.0023981158,-0.085822105,-0.009715974,-0.008873623,-0.066949904,-0.009700716,-0.010413354,-0.059875935,-0.0134243965,-0.010715444,-0.08415851,0.0101623535,-0.0062211347,-0.08314034,0.015382826,-0.012162913,-0.06455144,0.013628185,-0.007872837,-0.057234973,0.009215534,-0.004135895,-0.07789335,0.033942163,-0.010855309,-0.07852659,0.03942591,-0.012095166,-0.064686984,0.03650433,-0.0061043403,-0.058660626,0.030738294,-0.00086700683
NO,0.0,0.0,0.0,-0.013714373,0.004741013,-0.0068057673,-0.03593117,0.0059421062,-0.010557791,-0.055723608,0.007202208,-0.015593374,-0.068638,0.016050518,-0.01821021,-0.076561004,-0.0033222437,0.0034942273,-0.097616166,0.009224474,-0.009810507,-0.07633513,0.011079073,-0.017562231,-0.06321865,-0.00056803226,-0.020920793,-0.07940456,-0.0070936084,0.0012478317,-0.10050547,0.0041384697,-0.01277316,-0.07554409,0.0067266226,-0.0156022,-0.063096344,-0.0009085536,-0.013918404,-0.078855455,-0.011449277,-0.003782893,-0.10116339,0.0005707741,-0.01653113,-0.07605684,0.0032644868,-0.012835301,-0.06219712,-0.002731979,-0.006802302,-0.07385838,-0.01785934,-0.009704059,-0.09300175,-0.0067003965,-0.015547767,-0.07583764,-0.0055502653,-0.010929162,-0.063108295,-0.012723982,-0.0050481674
NO,0.0,0.0,0.0,-0.012319505,-0.031664252,-0.009414569,-0.031299084,-0.05278021,-0.01572277,-0.04943058,-0.05162263,-0.022882247,-0.062470704,-0.036248863,-0.028147722,-0.081819415,-0.046251833,-0.002584008,-0.10076183,-0.04100907,-0.017277196,-0.07945821,-0.036423683,-0.026007822,-0.06537914,-0.039735734,-0.029758604,-0.08631441,-0.016096354,-0.0044185813,-0.1044454,-0.010677278,-0.019341774,-0.077279985,-0.008193791,-0.022141092,-0.06359354,-0.0117637515,-0.020465165,-0.085992575,0.011961997,-0.008901232,-0.104175895,0.018787146,-0.022643793,-0.07721877,0.017802477,-0.01745706,-0.06360105,0.013009071,-0.01035511,-0.080716014,0.03848219,-0.0144731235,-0.09665087,0.047825873,-0.021833498,-0.07786286,0.04474634,-0.016338488,-0.06627962,0.03703481,-0.009696131
NO,0.0,0.0,0.0,-0.017395467,0.029086709,-0.008214864,-0.0383974,0.048125505,-0.015238932,-0.0565387,0.053695202,-0.023013357,-0.06956589,0.05709195,-0.028208774,-0.08237341,0.03721434,-0.0023680897,-0.09812045,0.050379395,-0.017811328,-0.07474443,0.04622364,-0.027108466,-0.06280711,0.035464287,-0.03126168,-0.08560261,0.011098683,-0.004948353,-0.10357556,0.01882261,-0.020861005,-0.07767677,0.016191304,-0.025877267,-0.064741194,0.010240674,-0.025967136,-0.08476937,-0.016105294,-0.0099124275,-0.103759706,-0.008231878,-0.022107847,-0.08000222,-0.007197678,-0.018833987,-0.06769815,-0.0108523965,-0.013820371,-0.07997069,-0.045136034,-0.015968002,-0.0968318,-0.040325344,-0.019497883,-0.08032066,-0.035220444,-0.0136961695,-0.06990284,-0.037143707,-0.0077615418
NO,0.0,0.0,0.0,-0.015181661,-0.03053999,-0.011104281,-0.035492092,-0.046795487,-0.01959317,-0.05156094,-0.03867644,-0.02860022,-0.060328126,-0.018580377,-0.035852987,-0.08758405,-0.04121536,-0.0062880325,-0.101631224,-0.034741163,-0.021139938,-0.079922765,-0.03381723,-0.030337168,-0.06894165,-0.040986776,-0.035308916,-0.09094101,-0.012600541,-0.008192199,-0.10381377,-0.006589532,-0.023009835,-0.07786229,-0.00699383,-0.02575959,-0.066357404,-0.013475299,-0.024920529,-0.08893672,0.014849305,-0.012670932,-0.10085747,0.02127552,-0.025680399,-0.07569888,0.017510831,-0.020250348,-0.06470463,0.010282099,-0.013883983,-0.082325846,0.040434897,-0.018456127,-0.09362304,0.047198296,-0.023886336,-0.07512936,0.042585492,-0.017224131,-0.06566906,0.03462994,-0.010637602
NO,0.0,0.0,0.0,-0.010975659,0.038565397,-0.010921764,-0.028747499,0.07408589,-0.022197912,-0.045795202,0.1020543,-0.03457585,-0.057624817,0.12843013,-0.046056896,-0.07201293,0.048380554,-0.010291119,-0.0930219,0.065342665,-0.025865335,-0.0746727,0.0640077,-0.0362633,-0.063162774,0.05823797,-0.041595753,-0.07599124,0.01952529,-0.012554697,-0.09904298,0.03328991,-0.026836894,-0.075454414,0.030995905,-0.0325565,-0.060786903,0.026125789,-0.03420592,-0.07700974,-0.010257661,-0.016818207,-0.10052115,0.0032979846,-0.026675465,-0.07770237,0.0020020604,-0.025433064,-0.06256014,-0.0011613369,-0.023007069,-0.07474923,-0.04032159,-0.02249518,-0.09602675,-0.029635668,-0.027127555,-0.08037838,-0.028788567,-0.02384209,-0.06681511,-0.032040358,-0.020176547
NO,0.0,0.0,0.0,-0.010915905,0.033337772,-0.011093747,-0.031261623,0.05931765,-0.021208102,-0.0493263,0.07764006,-0.032126404,-0.06262854,0.092485785,-0.041435745,-0.07715672,0.035420537,-0.007136967,-0.1000976,0.046517074,-0.023730716,-0.07802653,0.046925306,-0.033454094,-0.06352165,0.040720582,-0.03766163,-0.08015719,0.011034608,-0.009188116,-0.10334551,0.019517541,-0.025635421,-0.07628453,0.018494368,-0.030688895,-0.06221232,0.013211608,-0.030654628,-0.078801036,-0.011385739,-0.013801334,-0.10283488,-0.0015123487,-0.027563507,-0.07660416,-0.0006753206,-0.025011549,-0.06187451,-0.0040740967,-0.020235917,-0.07295114,-0.03364432,-0.019484205,-0.094157696,-0.023569703,-0.025792403,-0.07623029,-0.02014774,-0.021114718,-0.06239578,-0.022535205,-0.015590553
NO,0.0,0.0,0.0,-0.0118584335,0.039120853,-0.010834421,-0.03133914,0.071697235,-0.020858366,-0.04693988,0.095356524,-0.031537842,-0.05460152,0.11573768,-0.04080432,-0.08646789,0.0513134,-0.007820937,-0.09930211,0.067367494,-0.022563884,-0.07579529,0.06302416,-0.030308893,-0.06484848,0.052072465,-0.033716623,-0.09144354,0.020781875,-0.010332948,-0.102178216,0.03132385,-0.023926718,-0.07465339,0.027909994,-0.026706638,-0.06379697,0.020140767,-0.0259002,-0.089652,-0.008236587,-0.015180062,-0.10132474,0.0006020665,-0.027292788,-0.07434797,0.0015932322,-0.02361087,-0.063872725,-0.0021184087,-0.018438857,-0.08243084,-0.03638214,-0.02118593,-0.09666315,-0.031362057,-0.025168719,-0.07762745,-0.02681756,-0.018757805,-0.06710556,-0.028226256,-0.012489032
NO,0.0,0.0,0.0,-0.0075267553,0.046942413,-0.0147404885,-0.028831273,0.090136826,-0.02605753,-0.04769948,0.124711215,-0.03696692,-0.05965388,0.1537388,-0.04492396,-0.08205858,0.074221015,-0.011001345,-0.095716536,0.07747543,-0.02727534,-0.06889862,0.06861943,-0.035274975,-0.06413615,0.06382549,-0.039408334,-0.08800465,0.04432994,-0.011959815,-0.097100765,0.04765284,-0.026790477,-0.06583807,0.039378464,-0.02819906,-0.06486732,0.036283076,-0.026747117,-0.0894531,0.012569249,-0.015770184,-0.10102564,0.017186046,-0.030488003,-0.06972611,0.012136161,-0.02336824,-0.06562945,0.008606195,-0.016005676,-0.08787206,-0.019474745,-0.021057092,-0.099986345,-0.015715063,-0.028430643,-0.07606286,-0.015103877,-0.020748567,-0.06867242,-0.018171608,-0.013211582
NO,0.0,0.0,0.0,-0.010788649,-0.017683148,-0.012420724,-0.031739205,-0.022770286,-0.020743113,-0.0488635,-0.0027852654,-0.029249892,-0.059116602,0.021932542,-0.035165768,-0.07889703,-0.030515254,-0.006861029,-0.09982672,-0.024319053,-0.022498816,-0.07646096,-0.022311926,-0.030688992,-0.06249866,-0.026474416,-0.0340595,-0.08223516,-0.0049467087,-0.0078115067,-0.10185033,0.002714336,-0.023384975,-0.07551828,0.0020803213,-0.026030565,-0.0634976,-0.003007412,-0.024096621,-0.081094116,0.019694686,-0.011626346,-0.100999415,0.029520154,-0.026010873,-0.07495478,0.024267375,-0.020786444,-0.06353408,0.017222166,-0.013652701,-0.075697094,0.04358059,-0.016591173,-0.09184915,0.0530774,-0.024617245,-0.07243511,0.04754865,-0.01855033,-0.061682492,0.03938991,-0.011316017
NO,0.0,0.0,0.0,-0.011640191,0.049613595,-0.017013878,-0.033435673,0.10063124,-0.03050648,-0.0538328,0.14364207,-0.043031637,-0.066191375,0.18100023,-0.052513562,-0.08723587,0.078413725,-0.016122362,-0.09205791,0.08385259,-0.0316005,-0.062241763,0.07168996,-0.039286304,-0.049420893,0.06490582,-0.04309261,-0.09533188,0.04450655,-0.01591792,-0.09580693,0.050145626,-0.029374838,-0.06494814,0.03979647,-0.030895213,-0.054452986,0.035405993,-0.030557333,-0.0964829,0.010463893,-0.018274112,-0.09754318,0.015583277,-0.030408315,-0.06816888,0.009212673,-0.024752513,-0.057020903,0.007436931,-0.01959168,-0.09296176,-0.02220285,-0.022562934,-0.09675303,-0.019518018,-0.02852198,-0.074908435,-0.018780828,-0.022753224,-0.0653719,-0.018646061,-0.017269706
NO,0.0,0.0,0.0,-0.011353612,0.051127672,-0.013321488,-0.035911918,0.10133195,-0.024399888,-0.05670041,0.13984376,-0.035608348,-0.06901154,0.17168134,-0.044624284,-0.07801747,0.07335299,-0.010398404,-0.10387564,0.083245635,-0.026553249,-0.07862958,0.07501751,-0.035950106,-0.059503943,0.068059444,-0.03994225,-0.083598405,0.04107082,-0.011342054,-0.10987753,0.050362587,-0.026032344,-0.08221769,0.041444838,-0.030156689,-0.06434512,0.03639394,-0.03005674,-0.086312205,0.008216083,-0.014814184,-0.11114767,0.017646253,-0.026405549,-0.08467212,0.011502087,-0.022542797,-0.06775999,0.00870353,-0.017560747,-0.08593747,-0.023937047,-0.0197513,-0.10788959,-0.015452266,-0.025986122,-0.08917794,-0.0161407,-0.02099326,-0.07547915,-0.018084943,-0.0155214425
NO,0.0,0.0,0.0,-0.010394275,0.05112195,-0.018218292,-0.033365905,0.10224211,-0.030669974,-0.054525226,0.1437996,-0.041581888,-0.06937623,0.17672437,-0.048942305,-0.09340346,0.081303775,-0.01281488,-0.097952545,0.08410686,-0.027664071,-0.069001496,0.0713827,-0.035461783,-0.060593635,0.064941406,-0.039797794,-0.101153344,0.047097623,-0.011743283,-0.098501265,0.04863739,-0.024653357,-0.06714746,0.038543046,-0.026497947,-0.0621517,0.036584914,-0.026173063,-0.1011945,0.011798382,-0.013560782,-0.100018114,0.0141016245,-0.02712552,-0.068936616,0.008854032,-0.02123636,-0.06138867,0.008146763,-0.015115488,-0.09681338,-0.022489488,-0.017237296,-0.100141555,-0.021072805,-0.024627294,-0.07653737,-0.019396544,-0.018284526,-0.068342745,-0.018571615,-0.011671233
NO,0.0,0.0,0.0,-0.01262629,0.046559513,-0.015177524,-0.037913114,0.08756673,-0.027279528,-0.060818285,0.1252026,-0.03928268,-0.07437202,0.15745175,-0.048723966,-0.09403235,0.06594235,-0.011744904,-0.10915923,0.078059256,-0.029446747,-0.07882783,0.0691486,-0.038387407,-0.06806862,0.05868584,-0.042371232,-0.09967673,0.03356743,-0.012516868,-0.11266622,0.04354018,-0.02942851,-0.078009605,0.035449564,-0.032433383,-0.06896195,0.028430045,-0.031062145,-0.10062912,0.00023949146,-0.01607413,-0.113966316,0.011724949,-0.030629434,-0.08069003,0.007040918,-0.02577245,-0.0706234,0.0016137362,-0.019512651,-0.09707123,-0.032235265,-0.02119515,-0.11158574,-0.02257061,-0.02799796,-0.08742294,-0.022885084,-0.0219167,-0.0761503,-0.028330266,-0.015213815
NO,0.0,0.0,0.0,-0.008161873,0.051530123,-0.01783208,-0.031728715,0.10323852,-0.029576167,-0.051936626,0.1431641,-0.040013805,-0.063055515,0.17637211,-0.047180325,-0.08957517,0.08036822,-0.012086837,-0.09899706,0.08746302,-0.027688488,-0.06786573,0.07614601,-0.035400223,-0.05789426,0.06985605,-0.039133277,-0.09657949,0.04684341,-0.010956745,-0.10029456,0.051882207,-0.025259662,-0.06600955,0.042031765,-0.026633577,-0.059932858,0.038255453,-0.025130952,-0.09693223,0.0118332505,-0.012868996,-0.10420975,0.01744175,-0.027524931,-0.0702129,0.011662543,-0.020798566,-0.06122145,0.008660495,-0.0135591505,-0.09255916,-0.022684515,-0.016485617,-0.10454571,-0.018639147,-0.025059395,-0.078558266,-0.016445696,-0.01811562,-0.06826943,-0.016680658,-0.010667909
NO,0.0,0.0,0.0,-0.007515818,0.05433196,-0.018549846,-0.029799014,0.10681397,-0.030819967,-0.050795913,0.14523554,-0.04159996,-0.06388748,0.17557198,-0.04898358,-0.08412999,0.08203453,-0.016001744,-0.10217467,0.09242898,-0.032015607,-0.07037419,0.08139652,-0.03887957,-0.05910617,0.07419431,-0.0418651,-0.091469735,0.047901094,-0.014347752,-0.106978685,0.05566615,-0.03006932,-0.073255,0.04517895,-0.031133566,-0.06456506,0.03963703,-0.028974276,-0.093809515,0.013444662,-0.015570375,-0.1083073,0.021643937,-0.030062187,-0.07637513,0.014222264,-0.023271231,-0.066464156,0.0091866255,-0.016102742,-0.09203461,-0.019916058,-0.018498207,-0.10492638,-0.013112783,-0.026346419,-0.081876546,-0.013258755,-0.020028282,-0.07290429,-0.015749812,-0.013277964
NO,0.0,0.0,0.0,-0.015373051,0.05845481,-0.015250346,-0.046069056,0.113447666,-0.026502991,-0.07035163,0.15990454,-0.037201833,-0.080565065,0.20177454,-0.044581287,-0.09965715,0.07829851,-0.011989071,-0.108792335,0.08581841,-0.027122537,-0.07671395,0.07635498,-0.034109566,-0.06958422,0.06839633,-0.037977457,-0.10630062,0.042149425,-0.01288746,-0.11200252,0.05044377,-0.026052848,-0.07729146,0.042793155,-0.025519956,-0.07353845,0.036732852,-0.023857795,-0.10586232,0.006019175,-0.01660914,-0.11463201,0.015607715,-0.029125376,-0.08112025,0.011268914,-0.020676339,-0.0746437,0.006777048,-0.01366806,-0.10071379,-0.02853942,-0.02218614,-0.11273059,-0.020929992,-0.026841901,-0.088223904,-0.018148541,-0.01811932,-0.079888105,-0.020135224,-0.010951384
NO,0.0,0.0,0.0,-0.0065247715,0.052709162,-0.014040231,-0.030030161,0.10308927,-0.023956018,-0.050065875,0.13957912,-0.033812493,-0.06211427,0.16919816,-0.041235577,-0.081757486,0.07487291,-0.008230971,-0.100845695,0.08688617,-0.025582954,-0.07083756,0.07957512,-0.034844514,-0.057965457,0.07147896,-0.038733035,-0.086912125,0.042993784,-0.0093672825,-0.10798079,0.053259492,-0.026684131,-0.07345158,0.04695767,-0.029837951,-0.060889393,0.038877666,-0.027569901,-0.088198245,0.008743823,-0.013449553,-0.10837889,0.019464195,-0.02914931,-0.07411349,0.017381072,-0.02317902,-0.060888052,0.011401176,-0.015090629,-0.085559875,-0.02651143,-0.018847499,-0.105388165,-0.01622945,-0.026836343,-0.08060521,-0.012052178,-0.019751385,-0.06822714,-0.015794337,-0.011693288
NO,0.0,0.0,0.0,-0.013206899,0.054570913,-0.019959453,-0.040287197,0.10908741,-0.033260074,-0.061929286,0.1554935,-0.045152735,-0.07604304,0.1935308,-0.053263552,-0.09671545,0.081581354,-0.012461251,-0.11335221,0.088254094,-0.028217165,-0.0837003,0.07466447,-0.03562448,-0.07465562,0.0667994,-0.03956166,-0.10274428,0.04544711,-0.011057253,-0.11659387,0.0515455,-0.02908869,-0.083102375,0.041598856,-0.032068882,-0.07456833,0.038163424,-0.030785058,-0.102624655,0.009028912,-0.012946028,-0.115938604,0.012830257,-0.029299574,-0.08508709,0.007410109,-0.022905825,-0.07594851,0.0053141713,-0.015421462,-0.099172205,-0.026430905,-0.016697466,-0.112389326,-0.025876045,-0.024717076,-0.08949697,-0.022756398,-0.018020585,-0.08082402,-0.022925973,-0.011044129
NO,0.0,0.0,0.0,-0.005518526,0.051632702,-0.018877728,-0.028758675,0.10389191,-0.031691592,-0.050807655,0.14324689,-0.04310514,-0.067243785,0.17343819,-0.0509474,-0.086752355,0.08103037,-0.01556251,-0.10554278,0.08921164,-0.03480468,-0.0719209,0.07929039,-0.043801166,-0.05797735,0.07146305,-0.047442704,-0.09224737,0.04565382,-0.0145451315,-0.11202663,0.05196464,-0.032949254,-0.07449731,0.043216884,-0.035212323,-0.06321439,0.037367225,-0.032911368,-0.09316599,0.008304179,-0.016728524,-0.111926496,0.015637636,-0.033321284,-0.07647222,0.011010647,-0.025818655,-0.064652085,0.006780207,-0.01735211,-0.08994186,-0.028633177,-0.020649357,-0.10801864,-0.023494422,-0.03010624,-0.08305904,-0.020908892,-0.023113124,-0.07239777,-0.023017228,-0.015217263
NO,0.0,0.0,0.0,-0.0058703423,0.054895043,-0.018658811,-0.031513244,0.112215936,-0.03000807,-0.05364597,0.15596724,-0.04010123,-0.06660324,0.19227225,-0.046741392,-0.08992723,0.0917213,-0.011699309,-0.10415664,0.095987916,-0.028855318,-0.07213247,0.082556784,-0.037239984,-0.063414425,0.07827318,-0.041380603,-0.097512335,0.055254817,-0.010461211,-0.10920024,0.060185492,-0.027883817,-0.072310865,0.04900396,-0.030622607,-0.06534162,0.047676682,-0.029252186,-0.09936592,0.01693046,-0.01241524,-0.11191106,0.023720682,-0.03001658,-0.07527158,0.015848875,-0.023379402,-0.06452614,0.014252305,-0.015244987,-0.097764075,-0.020000756,-0.015900299,-0.11210814,-0.013647497,-0.025768846,-0.08524081,-0.014640331,-0.018924017,-0.07492551,-0.016876161,-0.011154987
NO,0.0,0.0,0.0,-0.008087873,0.054168046,-0.023984537,-0.035763264,0.11014664,-0.03910898,-0.05979556,0.15753531,-0.05184395,-0.07469684,0.19707894,-0.060531054,-0.09894797,0.08907366,-0.018094515,-0.1124534,0.08854908,-0.036491472,-0.07747266,0.074614406,-0.0446502,-0.066378474,0.07073575,-0.04855073,-0.10631782,0.049708903,-0.015006812,-0.11402595,0.04958099,-0.03370355,-0.07454017,0.037733674,-0.035906043,-0.06827009,0.03756088,-0.03428234,-0.106731385,0.009261072,-0.015430601,-0.11375174,0.011169791,-0.034718674,-0.07488799,0.004385054,-0.026896626,-0.06551921,0.0043576956,-0.01815207,-0.10287383,-0.029418826,-0.017895356,-0.111076295,-0.027255654,-0.02930395,-0.08037931,-0.025650203,-0.021815337,-0.06920475,-0.024682939,-0.01364222
NO,0.0,0.0,0.0,-0.0094177425,0.0557819,-0.017234316,-0.033510476,0.10752988,-0.030101975,-0.056354225,0.1441651,-0.042293992,-0.07388425,0.1717298,-0.051497668,-0.08685461,0.08278245,-0.014894716,-0.11754057,0.0925886,-0.03382965,-0.08875075,0.083060384,-0.043869942,-0.06627917,0.0764634,-0.04726786,-0.09483644,0.045149982,-0.014625332,-0.12371427,0.052298367,-0.031561088,-0.091771394,0.042564988,-0.036690403,-0.070507675,0.038096666,-0.03650262,-0.09847304,0.0074585676,-0.017268442,-0.1231111,0.014786422,-0.031032639,-0.094085604,0.0079782605,-0.02777744,-0.074085414,0.004954815,-0.022537896,-0.09822932,-0.02862227,-0.021652704,-0.11908269,-0.022060871,-0.031331755,-0.09846842,-0.023291707,-0.027755206,-0.08220631,-0.025048673,-0.022076301
NO,0.0,0.0,0.0,-0.00080537796,0.0486089,-0.021272048,-0.019765973,0.09747344,-0.034463424,-0.041201055,0.12380481,-0.04580221,-0.05408889,0.13707012,-0.053726133,-0.089267164,0.08842963,-0.014487768,-0.095153034,0.100422144,-0.034349967,-0.06509435,0.08857477,-0.046342257,-0.058104187,0.07739091,-0.052751556,-0.09465605,0.051138878,-0.012195301,-0.101153255,0.05975479,-0.030582678,-0.06718418,0.05153793,-0.034750126,-0.05931565,0.0446344,-0.034221254,-0.09486303,0.0129393935,-0.01346492,-0.10600901,0.021768153,-0.03123076,-0.07182613,0.018952608,-0.02538723,-0.06046787,0.013277113,-0.017491018,-0.091156304,-0.026433647,-0.016738335,-0.10367465,-0.018822908,-0.026460655,-0.07897586,-0.015419841,-0.020545503,-0.069155514,-0.019459546,-0.013301136
NO,0.0,0.0,0.0,-0.010725021,0.057768047,-0.022751521,-0.0391877,0.11405444,-0.038056277,-0.062936366,0.1618343,-0.050167724,-0.07790965,0.20392793,-0.057730492,-0.11227083,0.09365302,-0.021980988,-0.10698262,0.09297216,-0.037804168,-0.07098615,0.07751602,-0.04455817,-0.06779924,0.07308465,-0.049226187,-0.120458126,0.05349493,-0.019693123,-0.106916964,0.051269054,-0.03635021,-0.07087925,0.04198563,-0.03808924,-0.071934015,0.043008924,-0.037876524,-0.1177533,0.012132645,-0.019904725,-0.105128646,0.010287344,-0.03621563,-0.07108548,0.0061655045,-0.027942466,-0.07042372,0.0061356425,-0.020911766,-0.11141819,-0.02709049,-0.022218952,-0.104849875,-0.028031945,-0.030718248,-0.077604085,-0.025358438,-0.023090137,-0.07407275,-0.025621057,-0.016033776
NO,0.0,0.0,0.0,-0.014722586,0.06405449,-0.016284315,-0.05064988,0.11843586,-0.028024968,-0.0811466,0.1653269,-0.0397561,-0.0974251,0.20459187,-0.04818589,-0.11056933,0.08517736,-0.013428794,-0.13338047,0.09463757,-0.03198617,-0.095280945,0.08509439,-0.038703065,-0.08576119,0.074816406,-0.041426975,-0.11744332,0.046882153,-0.015037233,-0.13586766,0.056266427,-0.033048496,-0.092613876,0.04867208,-0.032126736,-0.08804566,0.039890647,-0.028171325,-0.11797467,0.006069958,-0.01991633,-0.13753116,0.015004039,-0.03807923,-0.09472796,0.013508081,-0.027443735,-0.08701122,0.007607639,-0.017002385,-0.11318618,-0.03332901,-0.026412398,-0.133598,-0.027398288,-0.034776587,-0.10132936,-0.021065056,-0.023989934,-0.088947654,-0.023371756,-0.013956459
NO,0.0,0.0,0.0,-0.013695449,0.06463629,-0.017335745,-0.048532695,0.12256521,-0.029731585,-0.077910334,0.169527,-0.041893013,-0.08986947,0.21372133,-0.050496653,-0.10181227,0.08489585,-0.015128929,-0.12984046,0.09373802,-0.034157578,-0.0916442,0.08272916,-0.04202384,-0.07534754,0.073033035,-0.04542031,-0.10971302,0.045517504,-0.016042406,-0.1338245,0.054811537,-0.034083918,-0.09211773,0.045311272,-0.033743758,-0.080402166,0.03820449,-0.030502103,-0.11187819,0.0051152706,-0.020364866,-0.13476631,0.012191236,-0.036323763,-0.0946883,0.0086686015,-0.026410218,-0.08193904,0.005582094,-0.017302157,-0.10872784,-0.034258485,-0.02673855,-0.1282691,-0.029634893,-0.034037985,-0.09984252,-0.024388611,-0.025379565,-0.08785421,-0.023748517,-0.01765015
NO,0.0,0.0,0.0,-0.020100057,0.06746733,-0.015151808,-0.058536977,0.124632,-0.025874663,-0.087002724,0.17410886,-0.036770422,-0.099745035,0.21711671,-0.044367954,-0.11424148,0.08808333,-0.011260929,-0.14030588,0.097192764,-0.028703941,-0.103542954,0.088286996,-0.03595425,-0.09003946,0.079581976,-0.038950756,-0.12136233,0.046705067,-0.012845097,-0.1427105,0.05512625,-0.028853372,-0.10218918,0.047465384,-0.02845458,-0.09262577,0.040659428,-0.025389854,-0.12284136,0.0042473674,-0.01764744,-0.14142475,0.012512147,-0.03199057,-0.10192582,0.011085093,-0.022675747,-0.090847164,0.008556068,-0.0140867345,-0.11947587,-0.035573244,-0.024237897,-0.13638291,-0.028603792,-0.029116062,-0.10814464,-0.024285853,-0.019232139,-0.097141236,-0.02570057,-0.010670591
